"Relative Time (Process)","train50-dali - system/gpu.0.gpu","train50-dali - system/gpu.0.gpu__MIN","train50-dali - system/gpu.0.gpu__MAX"
"27705.726404619","81","81","81"
"27720.72493088","73","73","73"
"27735.725116225","87","87","87"
"27750.7249476","96","96","96"
"27765.726422142","72","72","72"
"27780.72599912","72","72","72"
"27795.725083858","54","54","54"
"27810.725341929","95","95","95"
"27825.725575691","72","72","72"
"27840.726933442","86","86","86"
"27855.725475612","76","76","76"
"27870.725507096","69","69","69"
"27885.726087461","95","95","95"
"27900.727162366","72","72","72"
"27915.724793571","86","86","86"
"27930.72566602","71","71","71"
"27945.725229197","83","83","83"
"27960.725916433","80","80","80"
"27975.72540818","87","87","87"
"27990.725732382","81","81","81"
"28005.725266358","89","89","89"
"28020.726091818","92","92","92"
"28035.725322506","76","76","76"
"28050.725787834","93","93","93"
"28065.725687908","95","95","95"
"28080.726390256","77","77","77"
"28095.725592512","74","74","74"
"28110.725167948","71","71","71"
"28125.725627083","60","60","60"
"28140.726838009","84","84","84"
"28155.726972333","87","87","87"
"28170.725148029","81","81","81"
"28185.725353933","90","90","90"
"28200.725178548","92","92","92"
"28215.726953373","87","87","87"
"28230.724730212","79","79","79"
"28245.725164028","92","92","92"
"28260.726093172","79","79","79"
"28275.731518698","89","89","89"
"28290.725453825","97","97","97"
"28305.725345594","78","78","78"
"28320.725201974","83","83","83"
"28335.725892605","86","86","86"
"28350.724704194","70","70","70"
"28365.725503639","71","71","71"
"28380.725260972","71","71","71"
"28395.726539213","87","87","87"
"28410.7257982","88","88","88"
"28425.725849955","97","97","97"
"28440.725590645","62","62","62"
"28455.726086122","63","63","63"
"28470.726009476","71","71","71"
"28485.725312196","86","86","86"
"28500.725286226","83","83","83"
"28515.725211829","94","94","94"
"28530.726698021","68","68","68"
"28545.725205143","80","80","80"
"28560.72468342","80","80","80"
"28575.724989706","89","89","89"
"28590.727762369","73","73","73"
"28605.725165853","80","80","80"
"28620.725664513","80","80","80"
"28635.725742303","88","88","88"
"28650.728800125","73","73","73"
"28665.725427388","62","62","62"
"28680.725645184","68","68","68"
"28695.725717985","69","69","69"
"28710.726473177","91","91","91"
"28725.725521891","73","73","73"
"28740.725471617","93","93","93"
"28755.725374405","80","80","80"
"28770.726325033","63","63","63"
"28785.727778411","82","82","82"
"28800.725867787","73","73","73"
"28815.72556251","92","92","92"
"28830.725564917","94","94","94"
"28845.726065594","89","89","89"
"28860.725544703","93","93","93"
"28875.725909073","76","76","76"
"28890.725031093","62","62","62"
"28905.726033512","70","70","70"
"28920.725605084","66","66","66"
"28935.725687329","57","57","57"
"28950.725504972","80","80","80"
"28965.725953215","85","85","85"
"28980.729024472","78","78","78"
"28995.726477443","88","88","88"
"29010.724971493","75","75","75"
"29025.725531354","81","81","81"
"29040.725368753","96","96","96"
"29055.7262376","65","65","65"
"29070.725334564","70","70","70"
"29085.725312181","81","81","81"
"29100.725827369","80","80","80"
"29115.726729607","93","93","93"
"29130.726846419","95","95","95"
"29145.725208791","65","65","65"
"29160.725374922","89","89","89"
"29175.726202042","74","74","74"
"29190.728383807","73","73","73"
"29205.725536299","78","78","78"
"29220.725033093","65","65","65"
"29235.725711936","79","79","79"
"29250.72665908","71","71","71"
"29265.72607457","74","74","74"
"29280.725038301","97","97","97"
"29295.725428764","83","83","83"
"29310.725762264","97","97","97"
"29325.728026637","97","97","97"
"29340.724745493","71","71","71"
"29355.72526947","84","84","84"
"29370.724893786","81","81","81"
"29385.726000136","86","86","86"
"29400.725765834","97","97","97"
"29415.725883713","73","73","73"
"29430.725494679","97","97","97"
"29445.726532868","82","82","82"
"29460.727504669","86","86","86"
"29475.72536718","71","71","71"
"29490.724989379","83","83","83"
"29505.725738573","72","72","72"
"29520.726017438","90","90","90"
"29535.724744023","76","76","76"
"29550.725111226","55","55","55"
"29565.72488925","97","97","97"
"29580.726291092","76","76","76"
"29595.725831493","85","85","85"
"29610.725368946","78","78","78"
"29625.725344393","60","60","60"
"29640.726338482","84","84","84"
"29655.72748327","82","82","82"
"29670.725181732","93","93","93"
"29685.725674893","54","54","54"
"29700.725522741","98","98","98"
"29715.726640231","76","76","76"
"29730.725233058","90","90","90"
"29745.725150069","95","95","95"
"29760.725463457","66","66","66"
"29775.725981196","73","73","73"
"29790.725851152","54","54","54"
"29805.725405882","91","91","91"
"29820.725357124","52","52","52"
"29835.725981704","90","90","90"
"29850.726548764","76","76","76"
"29865.725576256","86","86","86"
"29880.72505061","58","58","58"
"29895.725511327","66","66","66"
"29910.727036212","85","85","85"
"29925.725446912","51","51","51"
"29940.725232105","94","94","94"
"29955.72512156","86","86","86"
"29970.726432701","76","76","76"
"29985.727959034","83","83","83"
"30000.725274591","83","83","83"
"30015.725492732","92","92","92"
"30030.726449009","94","94","94"
"30045.72703966","77","77","77"
"30060.724871854","84","84","84"
"30075.725841757","70","70","70"
"30090.725537434","83","83","83"
"30105.728736714","72","72","72"
"30120.725401795","92","92","92"
"30135.725261578","89","89","89"
"30150.725477975","63","63","63"
"30165.726648745","92","92","92"
"30180.724748623","78","78","78"
"30195.725604138","76","76","76"
"30210.725773117","74","74","74"
"30225.728630534","89","89","89"
"30240.7249568","88","88","88"
"30255.725070647","82","82","82"
"30270.725545093","80","80","80"
"30285.72617987","97","97","97"
"30300.727691353","85","85","85"
"30315.725656097","77","77","77"
"30330.725041868","86","86","86"
"30345.724909341","70","70","70"
"30360.726493534","79","79","79"
"30375.724614864","94","94","94"
"30390.724897483","68","68","68"
"30405.725144942","61","61","61"
"30420.7267766","89","89","89"
"30435.725750158","67","67","67"
"30450.725420674","92","92","92"
"30465.724983261","89","89","89"
"30480.726674286","89","89","89"
"30495.726537114","89","89","89"
"30510.725549892","89","89","89"
"30525.725705918","97","97","97"
"30540.724917192","87","87","87"
"30555.728207894","82","82","82"
"30570.72546485","77","77","77"
"30585.725653479","95","95","95"
"30600.725395377","69","69","69"
"30615.726034718","74","74","74"
"30630.72579469","92","92","92"
"30645.725158817","79","79","79"
"30660.725480356","68","68","68"
"30675.727065686","70","70","70"
"30690.726079825","88","88","88"
"30705.725887537","87","87","87"
"30720.724975395","93","93","93"
"30735.725792108","91","91","91"
"30750.727701084","77","77","77"
"30765.725183522","71","71","71"
"30780.72561014","68","68","68"
"30795.72577216","84","84","84"
"30810.727318393","91","91","91"
"30825.725495033","97","97","97"
"30840.725018506","81","81","81"
"30855.725177891","85","85","85"
"30870.726785126","58","58","58"
"30885.725052547","77","77","77"
"30900.725378313","65","65","65"
"30915.726492766","87","87","87"
"30930.725871119","87","87","87"
"30945.724916457","74","74","74"
"30960.7256774","75","75","75"
"30975.72674514","78","78","78"
"30990.725824391","90","90","90"
"31005.725461917","88","88","88"
"31020.725469243","71","71","71"
"31035.726628184","76","76","76"
"31050.726162414","93","93","93"
"31065.725912477","69","69","69"
"31080.725568405","89","89","89"
"31095.726316101","88","88","88"
"31110.726207723","84","84","84"
"31125.725312633","94","94","94"
"31140.725396719","88","88","88"
"31155.726593151","70","70","70"
"31170.725395094","91","91","91"
"31185.725314489","62","62","62"
"31200.725879413","82","82","82"
"31215.727715067","64","64","64"
"31230.72590479","63","63","63"
"31245.724936417","86","86","86"
"31260.725095917","90","90","90"
"31275.728212701","88","88","88"
"31290.725454114","90","90","90"
"31305.725227876","89","89","89"
"31320.726106828","53","53","53"
"31335.730928175","74","74","74"
"31350.725996238","71","71","71"
"31365.725436004","83","83","83"
"31380.725564659","85","85","85"
"31395.726564115","81","81","81"
"31410.725638905","94","94","94"
"31425.72585732","88","88","88"
"31440.725189848","79","79","79"
"31455.72669016","97","97","97"
"31470.726002701","58","58","58"
"31485.724803544","92","92","92"
"31500.725382168","90","90","90"
"31515.726526376","90","90","90"
"31530.726535522","86","86","86"
"31545.725750472","93","93","93"
"31560.725095162","92","92","92"
"31575.726068681","78","78","78"
"31590.727368592","68","68","68"
"31605.72513682","76","76","76"
"31620.725744614","81","81","81"
"31635.725306402","88","88","88"
"31650.727555507","92","92","92"
"31665.725071338","65","65","65"
"31680.724717605","92","92","92"
"31695.725624323","87","87","87"
"31710.728163129","83","83","83"
"31725.725386904","88","88","88"
"31740.725308023","69","69","69"
"31755.725406179","79","79","79"
"31770.726359898","67","67","67"
"31785.725740787","86","86","86"
"31800.725280793","88","88","88"
"31815.725480227","57","57","57"
"31830.726332313","67","67","67"
"31845.725365739","66","66","66"
"31860.724647079","69","69","69"
"31875.725616798","67","67","67"
"31890.726459709","89","89","89"
"31905.725859801","64","64","64"
"31920.725001907","66","66","66"
"31935.724939722","61","61","61"
"31950.731496565","66","66","66"
"31965.726920284","72","72","72"
"31980.725005092","68","68","68"
"31995.725555927","78","78","78"
"32010.725925257","62","62","62"
"32025.726520174","72","72","72"
"32040.725291393","68","68","68"
"32055.724635651","82","82","82"
"32070.725388036","72","72","72"
"32085.727534963","87","87","87"
"32100.725431968","61","61","61"
"32115.725182797","93","93","93"
"32130.72552191","66","66","66"
"32145.728897667","84","84","84"
"32160.725622345","76","76","76"
"32175.725658962","90","90","90"
"32190.725432944","78","78","78"
"32205.727594171","89","89","89"
"32220.725454344","76","76","76"
"32235.725148221","81","81","81"
"32250.725762223","83","83","83"
"32265.725846594","92","92","92"
"32280.725846002","91","91","91"
"32295.725082301","63","63","63"
"32310.72531779","91","91","91"
"32325.72629434","72","72","72"
"32340.725172098","75","75","75"
"32355.72470641","94","94","94"
"32370.725435428","78","78","78"
"32385.726032556","83","83","83"
"32400.726883267","67","67","67"
"32415.725848439","93","93","93"
"32430.725085075","91","91","91"
"32445.725471767","69","69","69"
"32460.727633814","76","76","76"
"32475.725391013","51","51","51"
"32490.725053059","74","74","74"
"32505.725926644","98","98","98"
"32520.726660115","75","75","75"
"32535.725432996","76","76","76"
"32550.725041225","86","86","86"
"32565.725340613","90","90","90"
"32580.730261989","81","81","81"
"32595.725451911","94","94","94"
"32610.724980718","0","0","0"
"32625.725399121","91","91","91"
"32640.725638021","90","90","90"
"32655.725884211","70","70","70"
"32670.725061363","87","87","87"
"32685.725407277","73","73","73"
"32700.726682742","85","85","85"
"32715.726695627","80","80","80"
"32730.725077413","69","69","69"
"32745.725522514","92","92","92"
"32760.725630486","90","90","90"
"32775.727511975","79","79","79"
"32790.72465224","79","79","79"
"32805.725135772","73","73","73"
"32820.725174963","77","77","77"
"32835.726181325","88","88","88"
"32850.725678146","76","76","76"
"32865.725399487","86","86","86"
"32880.725378633","90","90","90"
"32895.726344053","80","80","80"
"32910.725492556","67","67","67"
"32925.725208471","98","98","98"
"32940.725572693","99","99","99"
"32955.726770287","96","96","96"
"32970.725738773","87","87","87"
"32985.725824404","89","89","89"
"33000.724637486","75","75","75"
"33015.725295889","56","56","56"
"33030.726862487","73","73","73"
"33045.725193407","82","82","82"
"33060.724867208","73","73","73"
"33075.726592791","73","73","73"
"33090.728724601","73","73","73"
"33105.725135733","80","80","80"
"33120.725512204","83","83","83"
"33135.725190914","74","74","74"
"33150.726531604","83","83","83"
"33165.725427518","69","69","69"
"33180.725523207","60","60","60"
"33195.725954235","79","79","79"
"33210.730372239","78","78","78"
"33225.725664127","91","91","91"
"33240.726015577","56","56","56"
"33255.725751749","74","74","74"
"33270.726560499","71","71","71"
"33285.725140344","71","71","71"
"33300.724595245","72","72","72"
"33315.724961763","95","95","95"
"33330.725211589","89","89","89"
"33345.726862329","70","70","70"
"33360.725591955","98","98","98"
"33375.724730442","83","83","83"
"33390.725458606","82","82","82"
"33405.728391093","65","65","65"
"33420.724662633","68","68","68"
"33435.725399073","80","80","80"
"33450.725335414","93","93","93"
"33465.726554117","89","89","89"
"33480.724921778","81","81","81"
"33495.724885304","86","86","86"
"33510.725104282","69","69","69"
"33525.726619324","78","78","78"
"33540.725516637","69","69","69"
"33555.72542958","94","94","94"
"33570.725492499","65","65","65"
"33585.726482946","79","79","79"
"33600.726270542","83","83","83"
"33615.725490192","88","88","88"
"33630.724595674","96","96","96"
"33645.726825723","85","85","85"
"33660.727055607","76","76","76"
"33675.725084908","92","92","92"
"33690.725823793","58","58","58"
"33705.725095881","92","92","92"
"33720.727980518","70","70","70"
"33735.725503906","68","68","68"
"33750.725238044","72","72","72"
"33765.725669528","86","86","86"
"33780.726838691","86","86","86"
"33795.725608554","88","88","88"
"33810.724872154","72","72","72"
"33825.725730034","100","100","100"
"33840.730604351","69","69","69"
"33855.726008595","75","75","75"
"33870.725167328","88","88","88"
"33885.725074275","94","94","94"
"33900.726438787","82","82","82"
"33915.726072992","78","78","78"
"33930.724996012","85","85","85"
"33945.725133987","83","83","83"
"33960.726201592","89","89","89"
"33975.726986839","86","86","86"
"33990.72495377","80","80","80"
"34005.724898378","80","80","80"
"34020.726140584","74","74","74"
"34035.725656294","79","79","79"
"34050.725140975","79","79","79"
"34065.72540708","93","93","93"
"34080.725554507","86","86","86"
"34095.726273654","74","74","74"
"34110.72525089","94","94","94"
"34125.725416569","59","59","59"
"34140.725131653","91","91","91"
"34155.726101907","80","80","80"
"34170.725360007","86","86","86"
"34185.724979043","76","76","76"
"34200.725092362","92","92","92"
"34215.72604015","94","94","94"
"34230.726129659","74","74","74"
"34245.725038244","80","80","80"
"34260.725679293","80","80","80"
"34275.725703479","94","94","94"
"34290.727104606","89","89","89"
"34305.725929629","93","93","93"
"34320.725635293","66","66","66"
"34335.725036271","65","65","65"
"34350.728631118","88","88","88"
"34365.725693119","86","86","86"
"34380.725327498","81","81","81"
"34395.725684054","55","55","55"
"34410.726374303","82","82","82"
"34425.725492369","80","80","80"
"34440.725147717","92","92","92"
"34455.725301324","80","80","80"
"34470.730644381","82","82","82"
"34485.726153248","83","83","83"
"34500.725305316","66","66","66"
"34515.72507003","80","80","80"
"34530.726042045","89","89","89"
"34545.72621015","90","90","90"
"34560.725268613","98","98","98"
"34575.72550368","65","65","65"
"34590.726228924","83","83","83"
"34605.72699697","57","57","57"
"34620.727118912","90","90","90"
"34635.724928929","78","78","78"
"34650.725634608","85","85","85"
"34665.726173885","81","81","81"
"34680.724912793","75","75","75"
"34695.725400169","73","73","73"
"34710.724896306","89","89","89"
"34725.726518643","81","81","81"
"34740.725400985","71","71","71"
"34755.725627112","91","91","91"
"34770.725240035","73","73","73"
"34785.726027724","90","90","90"
"34800.725945194","91","91","91"
"34815.72513382","69","69","69"
"34830.725095674","78","78","78"
"34845.72666005","55","55","55"
"34860.726570929","81","81","81"
"34875.725768892","72","72","72"
"34890.725457281","91","91","91"
"34905.72660775","80","80","80"
"34920.727376056","62","62","62"
"34935.725280997","79","79","79"
"34950.724833722","86","86","86"
"34965.725510148","72","72","72"
"34980.726635852","77","77","77"
"34995.725211115","84","84","84"
"35010.725107705","75","75","75"
"35025.724949063","79","79","79"
"35040.725849526","93","93","93"
"35055.724868211","83","83","83"
"35070.725560189","68","68","68"
"35085.725562146","88","88","88"
"35100.731383988","88","88","88"
"35115.726323788","75","75","75"
"35130.725010104","92","92","92"
"35145.72558343","80","80","80"
"35160.725466466","95","95","95"
"35175.726659795","92","92","92"
"35190.725471614","89","89","89"
"35205.724888231","85","85","85"
"35220.72504278","69","69","69"
"35235.727737179","83","83","83"
"35250.725219224","77","77","77"
"35265.724999102","89","89","89"
"35280.725467664","70","70","70"
"35295.726294262","78","78","78"
"35310.725096549","61","61","61"
"35325.725398161","70","70","70"
"35340.725717424","54","54","54"
"35355.726318161","81","81","81"
"35370.725252051","93","93","93"
"35385.725657758","66","66","66"
"35400.725549397","87","87","87"
"35415.726094041","73","73","73"
"35430.725937158","82","82","82"
"35445.725863319","62","62","62"
"35460.725307922","84","84","84"
"35475.726188987","56","56","56"
"35490.726867625","78","78","78"
"35505.725536203","58","58","58"
"35520.725651363","62","62","62"
"35535.72473397","84","84","84"
"35550.727542601","85","85","85"
"35565.725409269","80","80","80"
"35580.725287276","85","85","85"
"35595.725814128","72","72","72"
"35610.726198581","81","81","81"
"35625.725435531","83","83","83"
"35640.725146955","92","92","92"
"35655.725663472","92","92","92"
"35670.726167109","73","73","73"
"35685.725725324","86","86","86"
"35700.72502423","67","67","67"
"35715.725316184","66","66","66"
"35730.726578675","78","78","78"
"35745.726613225","88","88","88"
"35760.725006768","84","84","84"
"35775.725505827","70","70","70"
"35790.726031999","88","88","88"
"35805.726753302","66","66","66"
"35820.725574962","85","85","85"
"35835.725313698","76","76","76"
"35850.724920659","82","82","82"
"35865.727651553","92","92","92"
"35880.725162977","73","73","73"
"35895.725097921","67","67","67"
"35910.725113341","75","75","75"
"35925.729375494","65","65","65"
"35940.725567144","80","80","80"
"35955.724848503","82","82","82"
"35970.725630986","74","74","74"
"35985.727836845","71","71","71"
"36000.725308471","84","84","84"
"36015.725879608","75","75","75"
"36030.725171877","67","67","67"
"36045.726113348","96","96","96"
"36060.726231167","82","82","82"
"36075.725486764","91","91","91"
"36090.725018814","75","75","75"
"36105.726689919","77","77","77"
"36120.725323803","87","87","87"
"36135.725519152","75","75","75"
"36150.725682045","93","93","93"
"36165.725270446","88","88","88"
"36180.727774304","87","87","87"
"36195.725614444","75","75","75"
"36210.725278767","69","69","69"
"36225.725749712","81","81","81"
"36240.726845111","72","72","72"
"36255.725384184","97","97","97"
"36270.725530075","82","82","82"
"36285.725435488","88","88","88"
"36300.726530065","85","85","85"
"36315.72592819","77","77","77"
"36330.725108644","0","0","0"
"36345.72540558","97","97","97"
"36360.726544032","63","63","63"
"36375.726982027","81","81","81"
"36390.725891384","74","74","74"
"36405.725350678","84","84","84"
"36420.728948381","93","93","93"
"36435.727011087","82","82","82"
"36450.72478386","78","78","78"
"36465.725630569","69","69","69"
"36480.725866223","94","94","94"
"36495.727896165","88","88","88"
"36510.725659829","93","93","93"
"36525.725492521","89","89","89"
"36540.725704092","68","68","68"
"36555.725751402","94","94","94"
"36570.725844641","78","78","78"
"36585.725479922","72","72","72"
"36600.72531408","84","84","84"
"36615.726559109","90","90","90"
"36630.72593126","85","85","85"
"36645.725389429","83","83","83"
"36660.725492734","74","74","74"
"36675.726024422","63","63","63"
"36690.726680896","79","79","79"
"36705.72487654","79","79","79"
"36720.725622714","98","98","98"
"36735.725469671","68","68","68"
"36750.72705431","86","86","86"
"36765.724905026","93","93","93"
"36780.72474883","68","68","68"
"36795.725750417","94","94","94"
"36810.728093822","95","95","95"
"36825.724908018","79","79","79"
"36840.725247935","87","87","87"
"36855.724882604","77","77","77"
"36870.726558394","75","75","75"
"36885.725377179","80","80","80"
"36900.725374353","73","73","73"
"36915.725728902","70","70","70"
"36930.72643694","90","90","90"
"36945.725163396","95","95","95"
"36960.724894323","72","72","72"
"36975.725459689","90","90","90"
"36990.726957891","81","81","81"
"37005.727255061","69","69","69"
"37020.7255318","87","87","87"
"37035.724996625","85","85","85"
"37050.726053031","40","40","40"
"37065.727219384","87","87","87"
"37080.725593296","78","78","78"
"37095.724561998","88","88","88"
"37110.725502541","93","93","93"
"37125.728628916","93","93","93"
"37140.724893913","77","77","77"
"37155.7253564","80","80","80"
"37170.724796182","84","84","84"
"37185.725852118","90","90","90"
"37200.72597275","78","78","78"
"37215.725304293","85","85","85"
"37230.725651768","90","90","90"
"37245.726622668","70","70","70"
"37260.726016435","62","62","62"
"37275.725263939","83","83","83"
"37290.725239574","82","82","82"
"37305.726207137","99","99","99"
"37320.725378446","86","86","86"
"37335.724952741","87","87","87"
"37350.725277618","77","77","77"
"37365.726734867","91","91","91"
"37380.727262813","74","74","74"
"37395.725711244","92","92","92"
"37410.725210747","65","65","65"
"37425.725512949","86","86","86"
"37440.725660625","45","45","45"
"37455.725210943","90","90","90"
"37470.72486182","80","80","80"
"37485.725707434","88","88","88"
"37500.726232869","85","85","85"
"37515.725253878","78","78","78"
"37530.725549927","82","82","82"
"37545.72584811","85","85","85"
"37560.72679745","75","75","75"
"37575.726160895","93","93","93"
"37590.724657771","77","77","77"
"37605.725917112","63","63","63"
"37620.72693088","68","68","68"
"37635.727747476","88","88","88"
"37650.726377808","73","73","73"
"37665.725798601","80","80","80"
"37680.725140127","82","82","82"
"37695.727774581","71","71","71"
"37710.72509813","80","80","80"
"37725.725235867","72","72","72"
"37740.724846699","91","91","91"
"37755.728881677","85","85","85"
"37770.725101796","80","80","80"
"37785.725163874","81","81","81"
"37800.725927789","76","76","76"
"37815.725992854","94","94","94"
"37830.725185574","66","66","66"
"37845.725203222","68","68","68"
"37860.724979509","86","86","86"
"37875.726076781","89","89","89"
"37890.726208565","63","63","63"
"37905.725798198","67","67","67"
"37920.725489272","92","92","92"
"37935.725193674","93","93","93"
"37950.727043162","98","98","98"
"37965.725168802","86","86","86"
"37980.725460298","87","87","87"
"37995.725396161","76","76","76"
"38010.728011996","87","87","87"
"38025.725076936","64","64","64"
"38040.725698442","68","68","68"
"38055.725656849","89","89","89"
"38070.726544842","85","85","85"
"38085.725158354","61","61","61"
"38100.725526372","97","97","97"
"38115.725140356","82","82","82"
"38130.726735253","77","77","77"
"38145.726267341","75","75","75"
"38160.725296057","81","81","81"
"38175.725178088","91","91","91"
"38190.726588348","85","85","85"
"38205.726760067","94","94","94"
"38220.725663597","68","68","68"
"38235.725400743","89","89","89"
"38250.726679206","96","96","96"
"38265.72768127","56","56","56"
"38280.724945549","93","93","93"
"38295.72483697","83","83","83"
"38310.725661294","74","74","74"
"38325.728068046","88","88","88"
"38340.725343132","68","68","68"
"38355.725376764","83","83","83"
"38370.725047471","77","77","77"
"38385.731360417","74","74","74"
"38400.726041206","98","98","98"
"38415.725160298","72","72","72"
"38430.72580685","84","84","84"
"38445.726183309","90","90","90"
"38460.725794838","57","57","57"
"38475.724566244","79","79","79"
"38490.725397761","77","77","77"
"38505.726852616","73","73","73"
"38520.726942239","91","91","91"
"38535.725139266","77","77","77"
"38550.725782051","74","74","74"
"38565.726861775","84","84","84"
"38580.725451788","87","87","87"
"38595.724803779","76","76","76"
"38610.724569216","91","91","91"
"38625.725234509","91","91","91"
"38640.728848256","90","90","90"
"38655.725186219","89","89","89"
"38670.724916567","79","79","79"
"38685.725801701","93","93","93"
"38700.72635468","86","86","86"
"38715.725401122","93","93","93"
"38730.725651841","97","97","97"
"38745.725907072","88","88","88"
"38760.726630986","76","76","76"
"38775.725374425","80","80","80"
"38790.724911835","81","81","81"
"38805.725255369","69","69","69"
"38820.727022395","82","82","82"
"38835.726809907","72","72","72"
"38850.725661991","74","74","74"
"38865.725656754","98","98","98"
"38880.725363061","65","65","65"
"38895.727983536","72","72","72"
"38910.724932872","66","66","66"
"38925.724958261","91","91","91"
"38940.725377832","74","74","74"
"38955.728083565","93","93","93"
"38970.724980082","69","69","69"
"38985.72523291","66","66","66"
"39000.725696965","76","76","76"
"39015.726363744","82","82","82"
"39030.725567671","78","78","78"
"39045.725821782","64","64","64"
"39060.725255802","91","91","91"
"39075.726207362","79","79","79"
"39090.727979008","54","54","54"
"39105.725488258","70","70","70"
"39120.725307309","70","70","70"
"39135.725781729","79","79","79"
"39150.72659081","76","76","76"
"39165.725495276","81","81","81"
"39180.725530145","91","91","91"
"39195.725524709","88","88","88"
"39210.729087327","77","77","77"
"39225.727263845","87","87","87"
"39240.725407418","82","82","82"
"39255.724831183","95","95","95"
"39270.724895708","81","81","81"
"39285.726932794","79","79","79"
"39300.725541683","92","92","92"
"39315.724959245","87","87","87"
"39330.725201954","88","88","88"
"39345.726825974","78","78","78"
"39360.725841676","84","84","84"
"39375.724876347","88","88","88"
"39390.725202335","76","76","76"
"39405.725750125","78","78","78"
"39420.727520225","88","88","88"
"39435.72533034","99","99","99"
"39450.725396516","72","72","72"
"39465.725197046","93","93","93"
"39480.726286627","94","94","94"
"39495.725131514","88","88","88"
"39510.725289226","83","83","83"
"39525.725210056","86","86","86"
"39540.730859119","68","68","68"
"39555.725769441","53","53","53"
"39570.725588855","87","87","87"
"39585.724833501","83","83","83"
"39600.725339801","69","69","69"
"39615.727195324","92","92","92"
"39630.725436987","81","81","81"
"39645.725719769","84","84","84"
"39660.725358131","83","83","83"
"39675.730062225","83","83","83"
"39690.725768617","68","68","68"
"39705.725741567","76","76","76"
"39720.725626282","79","79","79"
"39735.726320699","87","87","87"
"39750.725631756","87","87","87"
"39765.725309423","60","60","60"
"39780.724489539","87","87","87"
"39795.726156536","98","98","98"
"39810.725289136","72","72","72"
"39825.725379998","87","87","87"
"39840.72585473","71","71","71"
"39855.725174397","69","69","69"
"39870.726669861","69","69","69"
"39885.72579707","96","96","96"
"39900.725594371","65","65","65"
"39915.72555669","61","61","61"
"39930.725630701","87","87","87"
"39945.725217991","55","55","55"
"39960.725603835","99","99","99"
"39975.725436183","62","62","62"
"39990.726656319","78","78","78"
"40005.726020156","94","94","94"
"40020.724967402","70","70","70"
"40035.725108643","86","86","86"
"40050.725986302","89","89","89"
"40065.727552959","89","89","89"
"40080.725315841","78","78","78"
"40095.725229577","63","63","63"
"40110.724904985","78","78","78"
"40125.726230838","69","69","69"
"40140.7252051","94","94","94"
"40155.7259073","64","64","64"
"40170.724749825","76","76","76"
"40185.730473216","77","77","77"
"40200.725909735","68","68","68"
"40215.725263866","65","65","65"
"40230.725704825","75","75","75"
"40245.725786656","77","77","77"
"40260.725851727","90","90","90"
"40275.72522819","98","98","98"
"40290.724999519","70","70","70"
"40305.726111924","77","77","77"
"40320.725912322","91","91","91"
"40335.725270398","77","77","77"
"40350.725083689","81","81","81"
"40365.725623909","85","85","85"
"40380.728831294","87","87","87"
"40395.725110303","91","91","91"
"40410.725355063","72","72","72"
"40425.725978472","68","68","68"
"40440.726406341","87","87","87"
"40455.725478353","91","91","91"
"40470.725612939","94","94","94"
"40485.725078552","74","74","74"
"40500.72667934","69","69","69"
"40515.727185729","81","81","81"
"40530.725647364","95","95","95"
"40545.725048629","71","71","71"
"40560.725904875","86","86","86"
"40575.727391587","89","89","89"
"40590.725299357","73","73","73"
"40605.725557832","80","80","80"
"40620.724905258","79","79","79"
"40635.72636696","92","92","92"
"40650.725344869","69","69","69"
"40665.724878087","68","68","68"
"40680.725069038","81","81","81"
"40695.726180034","85","85","85"
"40710.725819227","93","93","93"
"40725.725639946","96","96","96"
"40740.725494631","82","82","82"
"40755.726043897","93","93","93"
"40770.726228343","68","68","68"
"40785.725110771","79","79","79"
"40800.725470451","83","83","83"
"40815.726721884","73","73","73"
"40830.727602469","74","74","74"
"40845.724913877","86","86","86"
"40860.725068118","55","55","55"
"40875.725668871","91","91","91"
"40890.7258385","66","66","66"
"40905.725137442","86","86","86"
"40920.724933964","94","94","94"
"40935.72581626","79","79","79"
"40950.727213581","74","74","74"
"40965.725907464","94","94","94"
"40980.726064138","65","65","65"
"40995.725508123","73","73","73"
"41010.726755174","72","72","72"
"41025.726362636","94","94","94"
"41040.725654576","88","88","88"
"41055.72494559","77","77","77"
"41070.726353106","91","91","91"
"41085.725594151","89","89","89"
"41100.725380335","88","88","88"
"41115.725949947","65","65","65"
"41130.726291221","75","75","75"
"41145.725555693","82","82","82"
"41160.724884856","63","63","63"
"41175.7254452","79","79","79"
"41190.726047831","59","59","59"
"41205.724738279","70","70","70"
"41220.725088839","95","95","95"
"41235.724848234","87","87","87"
"41250.725611751","95","95","95"
"41265.725167858","93","93","93"
"41280.725551131","80","80","80"
"41295.725732399","79","79","79"
"41310.728065312","89","89","89"
"41325.725367864","87","87","87"
"41340.725466136","93","93","93"
"41355.725476452","91","91","91"
"41370.727544729","80","80","80"
"41385.725110941","95","95","95"
"41400.725557138","95","95","95"
"41415.725549729","88","88","88"
"41430.728678298","79","79","79"
"41445.727334142","83","83","83"
"41460.724876268","92","92","92"
"41475.7254122","83","83","83"
"41490.727448595","84","84","84"
"41505.725355825","87","87","87"
"41520.725570835","84","84","84"
"41535.725530136","97","97","97"
"41550.727892513","72","72","72"
"41565.725245481","62","62","62"
"41580.725135763","74","74","74"
"41595.725081589","81","81","81"
"41610.727685308","62","62","62"
