"Relative Time (Process)","train50-no-dali - system/gpu.0.gpu","train50-no-dali - system/gpu.0.gpu__MIN","train50-no-dali - system/gpu.0.gpu__MAX"
"27390.632098814","99","99","99"
"27405.63541126","92","92","92"
"27420.631990863","95","95","95"
"27435.632288923","92","92","92"
"27450.632573994","91","91","91"
"27465.632754917","90","90","90"
"27480.632261563","92","92","92"
"27495.631995421","98","98","98"
"27510.63229819","87","87","87"
"27525.632969441","94","94","94"
"27540.631969052","95","95","95"
"27555.632056843","95","95","95"
"27570.632288837","92","92","92"
"27585.635998631","62","62","62"
"27600.632739869","93","93","93"
"27615.632283358","95","95","95"
"27630.632192767","91","91","91"
"27645.633693528","90","90","90"
"27660.632473594","90","90","90"
"27675.631837652","90","90","90"
"27690.631784347","94","94","94"
"27705.633343113","87","87","87"
"27720.632110793","82","82","82"
"27735.632544007","78","78","78"
"27750.63293851","94","94","94"
"27765.633131323","95","95","95"
"27780.632086829","81","81","81"
"27795.631840713","94","94","94"
"27810.631969062","94","94","94"
"27825.633787883","73","73","73"
"27840.632504137","94","94","94"
"27855.63237896","87","87","87"
"27870.632238485","98","98","98"
"27885.633011061","96","96","96"
"27900.632987559","86","86","86"
"27915.631843073","86","86","86"
"27930.632909601","84","84","84"
"27945.632858059","98","98","98"
"27960.634010813","85","85","85"
"27975.632663642","76","76","76"
"27990.631860323","95","95","95"
"28005.632527208","79","79","79"
"28020.634963947","90","90","90"
"28035.632454266","97","97","97"
"28050.631738523","100","100","100"
"28065.632025468","78","78","78"
"28080.634864547","89","89","89"
"28095.631952433","94","94","94"
"28110.632430407","88","88","88"
"28125.631909146","88","88","88"
"28140.633956441","95","95","95"
"28155.632449621","86","86","86"
"28170.632580854","83","83","83"
"28185.632366978","97","97","97"
"28200.63379044","92","92","92"
"28215.632453606","90","90","90"
"28230.632727145","97","97","97"
"28245.632647591","82","82","82"
"28260.633496803","89","89","89"
"28275.63227222","91","91","91"
"28290.632037877","95","95","95"
"28305.632619064","82","82","82"
"28320.63356548","84","84","84"
"28335.632948779","92","92","92"
"28350.632307379","86","86","86"
"28365.632337965","86","86","86"
"28380.633099399","86","86","86"
"28395.633042212","96","96","96"
"28410.631981783","94","94","94"
"28425.632646762","90","90","90"
"28440.632693205","79","79","79"
"28455.633939723","95","95","95"
"28470.632475929","87","87","87"
"28485.632723644","90","90","90"
"28500.632336963","68","68","68"
"28515.634729632","72","72","72"
"28530.63206503","96","96","96"
"28545.631913797","90","90","90"
"28560.632466846","88","88","88"
"28575.635420399","92","92","92"
"28590.632095319","73","73","73"
"28605.632169022","94","94","94"
"28620.631978107","91","91","91"
"28635.636639315","99","99","99"
"28650.632803131","92","92","92"
"28665.632577842","89","89","89"
"28680.632078388","90","90","90"
"28695.633493787","97","97","97"
"28710.632160197","97","97","97"
"28725.632734718","95","95","95"
"28740.632282394","91","91","91"
"28755.633255108","67","67","67"
"28770.63267254","81","81","81"
"28785.632656665","89","89","89"
"28800.632422785","91","91","91"
"28815.632765918","96","96","96"
"28830.63434531","83","83","83"
"28845.632980739","88","88","88"
"28860.632351332","92","92","92"
"28875.631732572","98","98","98"
"28890.633261645","92","92","92"
"28905.631834881","94","94","94"
"28920.632077647","91","91","91"
"28935.632912174","99","99","99"
"28950.633003661","92","92","92"
"28965.632924916","90","90","90"
"28980.63260224","76","76","76"
"28995.632321802","89","89","89"
"29010.632412935","96","96","96"
"29025.634291693","95","95","95"
"29040.6325308","89","89","89"
"29055.632334607","96","96","96"
"29070.632860897","87","87","87"
"29085.635467476","95","95","95"
"29100.632902202","87","87","87"
"29115.632771206","83","83","83"
"29130.632819406","93","93","93"
"29145.633723638","95","95","95"
"29160.63266912","92","92","92"
"29175.632187898","89","89","89"
"29190.632992182","94","94","94"
"29205.633716646","93","93","93"
"29220.632148009","92","92","92"
"29235.632114789","80","80","80"
"29250.632322482","85","85","85"
"29265.632782573","95","95","95"
"29280.635172082","89","89","89"
"29295.631844103","89","89","89"
"29310.631998877","91","91","91"
"29325.632496308","95","95","95"
"29340.632870533","86","86","86"
"29355.632424872","94","94","94"
"29370.63211414","95","95","95"
"29385.632440082","79","79","79"
"29400.633640551","88","88","88"
"29415.632792191","91","91","91"
"29430.632606935","98","98","98"
"29445.63196227","96","96","96"
"29460.633865194","80","80","80"
"29475.633373683","90","90","90"
"29490.632106579","89","89","89"
"29505.63216026","99","99","99"
"29520.633918834","91","91","91"
"29535.634350663","82","82","82"
"29550.632151383","91","91","91"
"29565.632353481","90","90","90"
"29580.632127683","99","99","99"
"29595.63554081","85","85","85"
"29610.631879653","71","71","71"
"29625.632638269","88","88","88"
"29640.632031729","68","68","68"
"29655.63393365","86","86","86"
"29670.632891389","97","97","97"
"29685.632375174","98","98","98"
"29700.632465689","93","93","93"
"29715.633802701","86","86","86"
"29730.632422603","81","81","81"
"29745.63278743","94","94","94"
"29760.632159485","82","82","82"
"29775.63324406","77","77","77"
"29790.633699956","86","86","86"
"29805.631895936","95","95","95"
"29820.63228722","78","78","78"
"29835.633479999","92","92","92"
"29850.634554537","94","94","94"
"29865.632673752","92","92","92"
"29880.632159343","91","91","91"
"29895.633002953","90","90","90"
"29910.63590853","94","94","94"
"29925.632493883","94","94","94"
"29940.632080161","94","94","94"
"29955.632298938","81","81","81"
"29970.633178297","97","97","97"
"29985.633062125","96","96","96"
"30000.632603716","94","94","94"
"30015.631833249","94","94","94"
"30030.633234732","95","95","95"
"30045.632772518","87","87","87"
"30060.63226668","91","91","91"
"30075.632633055","85","85","85"
"30090.636172085","91","91","91"
"30105.633409847","88","88","88"
"30120.632495371","93","93","93"
"30135.632053132","90","90","90"
"30150.636804004","96","96","96"
"30165.634745775","91","91","91"
"30180.632807005","93","93","93"
"30195.632022147","63","63","63"
"30210.632353488","78","78","78"
"30225.635455967","95","95","95"
"30240.632456164","95","95","95"
"30255.632233294","87","87","87"
"30270.632626685","89","89","89"
"30285.633501334","86","86","86"
"30300.631987046","81","81","81"
"30315.632571906","88","88","88"
"30330.632231161","92","92","92"
"30345.633020354","97","97","97"
"30360.632620922","92","92","92"
"30375.632633462","90","90","90"
"30390.632609189","94","94","94"
"30405.633044799","83","83","83"
"30420.633534354","89","89","89"
"30435.632581131","93","93","93"
"30450.632617362","95","95","95"
"30465.632824779","95","95","95"
"30480.634254343","95","95","95"
"30495.631875156","93","93","93"
"30510.63196371","68","68","68"
"30525.632085199","59","59","59"
"30540.635559874","90","90","90"
"30555.632004075","80","80","80"
"30570.632231324","93","93","93"
"30585.632571559","76","76","76"
"30600.633046685","76","76","76"
"30615.632044971","82","82","82"
"30630.63275969","97","97","97"
"30645.632822974","89","89","89"
"30660.633091062","92","92","92"
"30675.632287116","94","94","94"
"30690.63269837","90","90","90"
"30705.632125856","80","80","80"
"30720.633054033","95","95","95"
"30735.632980422","79","79","79"
"30750.632858364","90","90","90"
"30765.632622454","78","78","78"
"30780.633370285","95","95","95"
"30795.633833393","82","82","82"
"30810.632427118","89","89","89"
"30825.6327807","87","87","87"
"30840.632876933","88","88","88"
"30855.63531228","93","93","93"
"30870.632851915","98","98","98"
"30885.6316499","93","93","93"
"30900.632662323","77","77","77"
"30915.63367186","69","69","69"
"30930.633291582","76","76","76"
"30945.631546272","95","95","95"
"30960.632481761","75","75","75"
"30975.632393645","90","90","90"
"30990.633104111","97","97","97"
"31005.632128138","86","86","86"
"31020.632046627","85","85","85"
"31035.632230435","97","97","97"
"31050.633716573","90","90","90"
"31065.633888371","90","90","90"
"31080.632507157","93","93","93"
"31095.632822581","94","94","94"
"31110.63213641","87","87","87"
"31125.633280965","97","97","97"
"31140.632515159","75","75","75"
"31155.632018668","72","72","72"
"31170.632588289","90","90","90"
"31185.633742526","96","96","96"
"31200.634795325","94","94","94"
"31215.632358847","93","93","93"
"31230.631932175","95","95","95"
"31245.632302837","94","94","94"
"31260.634665449","78","78","78"
"31275.632792155","89","89","89"
"31290.632536358","94","94","94"
"31305.632240471","81","81","81"
"31320.63362624","88","88","88"
"31335.632245825","71","71","71"
"31350.632464105","89","89","89"
"31365.632472941","89","89","89"
"31380.632043359","83","83","83"
"31395.635724692","79","79","79"
"31410.632279992","86","86","86"
"31425.632012421","91","91","91"
"31440.632283251","94","94","94"
"31455.633128996","87","87","87"
"31470.632302774","96","96","96"
"31485.632886854","82","82","82"
"31500.632301624","86","86","86"
"31515.633479327","66","66","66"
"31530.634417386","69","69","69"
"31545.632149642","96","96","96"
"31560.63251315","93","93","93"
"31575.632811851","78","78","78"
"31590.63298555","94","94","94"
"31605.632313577","95","95","95"
"31620.632784888","93","93","93"
"31635.631884148","85","85","85"
"31650.633075381","95","95","95"
"31665.632707375","80","80","80"
"31680.631885933","79","79","79"
"31695.632559778","93","93","93"
"31710.633607249","90","90","90"
"31725.634572099","94","94","94"
"31740.632779282","95","95","95"
"31755.631853668","80","80","80"
"31770.632660765","91","91","91"
"31785.633539557","67","67","67"
"31800.632143419","85","85","85"
"31815.63229056","79","79","79"
"31830.63148844","92","92","92"
"31845.637807843","92","92","92"
"31860.633280379","86","86","86"
"31875.632899099","87","87","87"
"31890.632372148","97","97","97"
"31905.63333288","92","92","92"
"31920.633862692","88","88","88"
"31935.63272013","90","90","90"
"31950.632668647","81","81","81"
"31965.632140911","82","82","82"
"31980.635269654","81","81","81"
"31995.632758123","71","71","71"
"32010.6326596","91","91","91"
"32025.632340358","96","96","96"
"32040.633576171","89","89","89"
"32055.632753121","97","97","97"
"32070.632418971","95","95","95"
"32085.63275635","85","85","85"
"32100.634262185","94","94","94"
"32115.633915582","89","89","89"
"32130.63213373","87","87","87"
"32145.632079137","90","90","90"
"32160.632738695","83","83","83"
"32175.63491278","74","74","74"
"32190.632166629","81","81","81"
"32205.632295016","87","87","87"
"32220.632721948","92","92","92"
"32235.633170481","91","91","91"
"32250.631780201","97","97","97"
"32265.632051443","83","83","83"
"32280.632031314","90","90","90"
"32295.633730882","83","83","83"
"32310.632648524","89","89","89"
"32325.632829728","88","88","88"
"32340.632962022","94","94","94"
"32355.633424787","95","95","95"
"32370.634038285","94","94","94"
"32385.632038766","67","67","67"
"32400.63230742","89","89","89"
"32415.632353503","90","90","90"
"32430.635717559","78","78","78"
"32445.632628218","92","92","92"
"32460.632090306","79","79","79"
"32475.632937039","98","98","98"
"32490.637148138","99","99","99"
"32505.632647396","88","88","88"
"32520.631825532","95","95","95"
"32535.632149124","92","92","92"
"32550.633721364","75","75","75"
"32565.633258068","90","90","90"
"32580.632356522","88","88","88"
"32595.632157325","90","90","90"
"32610.631914469","96","96","96"
"32625.63455455","99","99","99"
"32640.632510016","95","95","95"
"32655.63210854","96","96","96"
"32670.632795706","88","88","88"
"32685.633634866","97","97","97"
"32700.632796432","95","95","95"
"32715.632624346","96","96","96"
"32730.63205066","92","92","92"
"32745.633455679","95","95","95"
"32760.632758378","91","91","91"
"32775.63274058","92","92","92"
"32790.632301857","96","96","96"
"32805.632847446","98","98","98"
"32820.633528344","98","98","98"
"32835.631909524","92","92","92"
"32850.632127317","88","88","88"
"32865.632974929","96","96","96"
"32880.634380685","90","90","90"
"32895.632475745","96","96","96"
"32910.632491999","84","84","84"
"32925.632240606","90","90","90"
"32940.634976047","95","95","95"
"32955.632886029","96","96","96"
"32970.632435347","79","79","79"
"32985.63294785","75","75","75"
"33000.632841358","93","93","93"
"33015.631771656","84","84","84"
"33030.632373647","92","92","92"
"33045.63284585","96","96","96"
"33060.633510618","90","90","90"
"33075.63200483","90","90","90"
"33090.631852457","88","88","88"
"33105.632061168","95","95","95"
"33120.637252626","92","92","92"
"33135.632131827","88","88","88"
"33150.63226102","97","97","97"
"33165.632008222","95","95","95"
"33180.632952727","94","94","94"
"33195.632871048","96","96","96"
"33210.632730568","87","87","87"
"33225.632041131","86","86","86"
"33240.633355505","72","72","72"
"33255.632761577","77","77","77"
"33270.632063098","92","92","92"
"33285.632619188","95","95","95"
"33300.633335924","90","90","90"
"33315.633684001","84","84","84"
"33330.632588578","84","84","84"
"33345.632084637","95","95","95"
"33360.632663227","93","93","93"
"33375.634829571","95","95","95"
"33390.632065892","96","96","96"
"33405.631850122","93","93","93"
"33420.632199071","93","93","93"
"33435.635322232","93","93","93"
"33450.632317005","97","97","97"
"33465.632842303","69","69","69"
"33480.632054312","87","87","87"
"33495.635829801","96","96","96"
"33510.632382288","92","92","92"
"33525.631769203","90","90","90"
"33540.632626617","88","88","88"
"33555.632781464","82","82","82"
"33570.632089499","92","92","92"
"33585.632917742","89","89","89"
"33600.632174384","94","94","94"
"33615.633795611","77","77","77"
"33630.633114333","90","90","90"
"33645.632839161","90","90","90"
"33660.632731685","88","88","88"
"33675.633503935","91","91","91"
"33690.634030756","93","93","93"
"33705.632781789","91","91","91"
"33720.632327136","96","96","96"
"33735.632671697","92","92","92"
"33750.635282575","87","87","87"
"33765.632303946","100","100","100"
"33780.632664558","92","92","92"
"33795.632365976","89","89","89"
"33810.635237833","93","93","93"
"33825.632788837","99","99","99"
"33840.631875464","94","94","94"
"33855.632428005","92","92","92"
"33870.63344007","81","81","81"
"33885.632342752","91","91","91"
"33900.632674722","98","98","98"
"33915.632441477","90","90","90"
"33930.63372374","95","95","95"
"33945.632797384","80","80","80"
"33960.631961886","89","89","89"
"33975.632379661","90","90","90"
"33990.632870916","93","93","93"
"34005.633805477","91","91","91"
"34020.63225656","95","95","95"
"34035.632055024","92","92","92"
"34050.632322412","98","98","98"
"34065.633248628","91","91","91"
"34080.632235081","93","93","93"
"34095.632223037","90","90","90"
"34110.631977561","86","86","86"
"34125.635561174","94","94","94"
"34140.631888196","95","95","95"
"34155.631945498","97","97","97"
"34170.632107612","77","77","77"
"34185.634405549","87","87","87"
"34200.632718697","92","92","92"
"34215.633040384","94","94","94"
"34230.632815992","96","96","96"
"34245.632893944","71","71","71"
"34260.633006636","92","92","92"
"34275.632306067","87","87","87"
"34290.632166626","93","93","93"
"34305.63473704","93","93","93"
"34320.634297728","91","91","91"
"34335.632097343","91","91","91"
"34350.632037697","80","80","80"
"34365.632727861","95","95","95"
"34380.635658998","94","94","94"
"34395.63219636","90","90","90"
"34410.63274658","92","92","92"
"34425.632274975","88","88","88"
"34440.633764181","94","94","94"
"34455.631784635","89","89","89"
"34470.631797623","90","90","90"
"34485.63207092","85","85","85"
"34500.633367099","79","79","79"
"34515.632545675","96","96","96"
"34530.632301125","86","86","86"
"34545.632360952","98","98","98"
"34560.63420556","91","91","91"
"34575.633575968","92","92","92"
"34590.632543779","92","92","92"
"34605.63270287","92","92","92"
"34620.632450665","98","98","98"
"34635.634564421","95","95","95"
"34650.631947757","85","85","85"
"34665.633039423","90","90","90"
"34680.632835234","84","84","84"
"34695.633004416","91","91","91"
"34710.631893453","87","87","87"
"34725.632363026","81","81","81"
"34740.632043393","77","77","77"
"34755.633587663","91","91","91"
"34770.632370091","95","95","95"
"34785.632079248","93","93","93"
"34800.631672502","98","98","98"
"34815.632997344","100","100","100"
"34830.632935757","96","96","96"
"34845.632376826","87","87","87"
"34860.632298391","98","98","98"
"34875.633957928","94","94","94"
"34890.634041732","94","94","94"
"34905.632003583","90","90","90"
"34920.632709906","76","76","76"
"34935.632574546","88","88","88"
"34950.634664057","87","87","87"
"34965.632665343","93","93","93"
"34980.632173671","89","89","89"
"34995.634103277","80","80","80"
"35010.633933572","80","80","80"
"35025.632547712","93","93","93"
"35040.632669303","94","94","94"
"35055.633442949","86","86","86"
"35070.632198378","66","66","66"
"35085.632835476","98","98","98"
"35100.6329798","91","91","91"
"35115.634518552","85","85","85"
"35130.631946275","86","86","86"
"35145.632161624","88","88","88"
"35160.632247451","96","96","96"
"35175.633924162","89","89","89"
"35190.632707856","97","97","97"
"35205.631954913","79","79","79"
"35220.631890054","92","92","92"
"35235.633481097","95","95","95"
"35250.632038502","92","92","92"
"35265.63214065","83","83","83"
"35280.633194321","84","84","84"
"35295.632881639","93","93","93"
"35310.632268082","95","95","95"
"35325.632736434","91","91","91"
"35340.633423612","93","93","93"
"35355.634596447","92","92","92"
"35370.632073941","97","97","97"
"35385.632737304","91","91","91"
"35400.632401459","63","63","63"
"35415.63474499","91","91","91"
"35430.632513687","91","91","91"
"35445.632571918","92","92","92"
"35460.63247255","95","95","95"
"35475.635038372","97","97","97"
"35490.633758722","88","88","88"
"35505.632858703","95","95","95"
"35520.631884802","89","89","89"
"35535.635283815","92","92","92"
"35550.631838097","86","86","86"
"35565.633103863","79","79","79"
"35580.632987221","95","95","95"
"35595.635898329","91","91","91"
"35610.631807655","92","92","92"
"35625.632857023","87","87","87"
"35640.632505812","91","91","91"
"35655.632771067","92","92","92"
"35670.632961259","88","88","88"
"35685.632056746","96","96","96"
"35700.631920957","93","93","93"
"35715.634675811","91","91","91"
"35730.63212163","94","94","94"
"35745.632069629","90","90","90"
"35760.632553655","96","96","96"
"35775.633885132","80","80","80"
"35790.632178521","90","90","90"
"35805.632752153","91","91","91"
"35820.63230486","91","91","91"
"35835.633338999","89","89","89"
"35850.632162465","90","90","90"
"35865.632957813","94","94","94"
"35880.633115295","89","89","89"
"35895.633516167","96","96","96"
"35910.632598434","93","93","93"
"35925.632259837","91","91","91"
"35940.632084125","90","90","90"
"35955.633767345","93","93","93"
"35970.632509631","98","98","98"
"35985.632307074","92","92","92"
"36000.632686522","74","74","74"
"36015.633221862","90","90","90"
"36030.634495095","84","84","84"
"36045.632091913","92","92","92"
"36060.632028784","94","94","94"
"36075.633670971","81","81","81"
"36090.632741173","68","68","68"
"36105.632034816","85","85","85"
"36120.632381204","79","79","79"
"36135.632537709","88","88","88"
"36150.634444623","96","96","96"
"36165.632621021","97","97","97"
"36180.633017097","91","91","91"
"36195.63246168","96","96","96"
"36210.635185851","94","94","94"
"36225.632821372","90","90","90"
"36240.632044381","96","96","96"
"36255.632823731","90","90","90"
"36270.635275699","90","90","90"
"36285.632835672","85","85","85"
"36300.632508988","97","97","97"
"36315.632608339","72","72","72"
"36330.633119677","80","80","80"
"36345.632638755","93","93","93"
"36360.632859948","93","93","93"
"36375.632234166","87","87","87"
"36390.633455464","95","95","95"
"36405.632380722","83","83","83"
"36420.631848187","91","91","91"
"36435.632676528","95","95","95"
"36450.633673587","86","86","86"
"36465.632961867","95","95","95"
"36480.632677773","60","60","60"
"36495.632327007","91","91","91"
"36510.633218711","99","99","99"
"36525.633699043","92","92","92"
"36540.63191523","97","97","97"
"36555.632368687","96","96","96"
"36570.633906248","94","94","94"
"36585.634154386","92","92","92"
"36600.632051716","82","82","82"
"36615.63207413","91","91","91"
"36630.632959496","72","72","72"
"36645.63476009","92","92","92"
"36660.632265648","92","92","92"
"36675.632576647","89","89","89"
"36690.632923571","88","88","88"
"36705.635547626","94","94","94"
"36720.6329374","88","88","88"
"36735.632231568","91","91","91"
"36750.632639693","83","83","83"
"36765.63278044","98","98","98"
"36780.632712547","74","74","74"
"36795.631816784","73","73","73"
"36810.632491398","100","100","100"
"36825.635849056","73","73","73"
"36840.632910658","74","74","74"
"36855.632285858","95","95","95"
"36870.63255113","94","94","94"
"36885.633536782","85","85","85"
"36900.632663534","82","82","82"
"36915.632305591","96","96","96"
"36930.632807711","96","96","96"
"36945.633675557","84","84","84"
"36960.633664629","88","88","88"
"36975.632685769","84","84","84"
"36990.632619054","92","92","92"
"37005.632354497","88","88","88"
"37020.633078485","86","86","86"
"37035.63254999","77","77","77"
"37050.631810155","94","94","94"
"37065.632658194","75","75","75"
"37080.632378451","94","94","94"
"37095.634969577","86","86","86"
"37110.632286475","86","86","86"
"37125.632055178","90","90","90"
"37140.63223392","92","92","92"
"37155.63326741","96","96","96"
"37170.633459266","95","95","95"
"37185.632074493","82","82","82"
"37200.632756612","89","89","89"
"37215.633002472","86","86","86"
"37230.635499456","93","93","93"
"37245.632734951","85","85","85"
"37260.632817419","95","95","95"
"37275.632574611","89","89","89"
"37290.633207065","88","88","88"
"37305.633710579","96","96","96"
"37320.632615268","91","91","91"
"37335.631973588","94","94","94"
"37350.632634811","81","81","81"
"37365.633589102","91","91","91"
"37380.632095372","99","99","99"
"37395.632029913","95","95","95"
"37410.632673009","91","91","91"
"37425.634204295","86","86","86"
"37440.634189275","90","90","90"
"37455.632532452","96","96","96"
"37470.632576595","85","85","85"
"37485.632391668","88","88","88"
"37500.636449105","95","95","95"
"37515.632628503","87","87","87"
"37530.63267642","87","87","87"
"37545.631739322","83","83","83"
"37560.633177522","90","90","90"
"37575.633059191","88","88","88"
"37590.631936217","91","91","91"
"37605.632469823","88","88","88"
"37620.633921025","93","93","93"
"37635.634669497","93","93","93"
"37650.632044333","64","64","64"
"37665.632019529","83","83","83"
"37680.632174913","86","86","86"
"37695.633373322","91","91","91"
"37710.632262764","87","87","87"
"37725.631765857","88","88","88"
"37740.632637655","90","90","90"
"37755.633473006","89","89","89"
"37770.634115675","90","90","90"
"37785.632645518","84","84","84"
"37800.632072503","82","82","82"
"37815.632882776","94","94","94"
"37830.634458613","69","69","69"
"37845.631744358","79","79","79"
"37860.632167632","74","74","74"
"37875.632057805","93","93","93"
"37890.63380265","95","95","95"
"37905.632571157","90","90","90"
"37920.633022259","85","85","85"
"37935.632949241","80","80","80"
"37950.633619301","79","79","79"
"37965.633358858","94","94","94"
"37980.632755489","89","89","89"
"37995.632673322","91","91","91"
"38010.632597077","77","77","77"
"38025.634944278","95","95","95"
"38040.632470746","90","90","90"
"38055.632597342","97","97","97"
"38070.632542494","94","94","94"
"38085.633028094","91","91","91"
"38100.631978054","89","89","89"
"38115.63175427","85","85","85"
"38130.632705975","95","95","95"
"38145.636441882","85","85","85"
"38160.63360561","95","95","95"
"38175.632428431","97","97","97"
"38190.63181544","94","94","94"
"38205.632242827","90","90","90"
"38220.633592198","83","83","83"
"38235.63216094","86","86","86"
"38250.632638909","92","92","92"
"38265.631957881","86","86","86"
"38280.635503443","87","87","87"
"38295.632304662","97","97","97"
"38310.632000065","95","95","95"
"38325.631999392","93","93","93"
"38340.635123","85","85","85"
"38355.632606696","88","88","88"
"38370.631732328","90","90","90"
"38385.63261453","83","83","83"
"38400.636223812","92","92","92"
"38415.632399454","89","89","89"
"38430.632705999","72","72","72"
"38445.632479692","82","82","82"
"38460.633362198","95","95","95"
"38475.634826883","99","99","99"
"38490.632647885","96","96","96"
"38505.632039051","87","87","87"
"38520.632574756","90","90","90"
"38535.633270071","86","86","86"
"38550.632551865","92","92","92"
"38565.632714411","94","94","94"
"38580.631919963","90","90","90"
"38595.633581545","91","91","91"
"38610.632465639","92","92","92"
"38625.632301162","94","94","94"
"38640.63198713","94","94","94"
"38655.633383652","93","93","93"
"38670.633580314","68","68","68"
"38685.632732464","92","92","92"
"38700.632298452","93","93","93"
"38715.633548541","96","96","96"
"38730.63478021","89","89","89"
"38745.632675474","87","87","87"
"38760.63240916","77","77","77"
"38775.632649872","77","77","77"
"38790.636469206","70","70","70"
"38805.63243393","93","93","93"
"38820.632475525","89","89","89"
"38835.632627842","85","85","85"
"38850.632870224","93","93","93"
"38865.632129263","87","87","87"
"38880.63239659","89","89","89"
"38895.632197002","83","83","83"
"38910.633469742","94","94","94"
"38925.633239891","88","88","88"
"38940.632890503","80","80","80"
"38955.631767478","94","94","94"
"38970.632733044","91","91","91"
"38985.634777603","87","87","87"
"39000.632033091","93","93","93"
"39015.63282056","90","90","90"
"39030.63323286","89","89","89"
"39045.632971356","91","91","91"
"39060.632255358","81","81","81"
"39075.632872532","96","96","96"
"39090.632325237","69","69","69"
"39105.632820203","79","79","79"
"39120.632540965","94","94","94"
"39135.632618559","95","95","95"
"39150.633195563","97","97","97"
"39165.636822464","79","79","79"
"39180.632536883","91","91","91"
"39195.632777189","85","85","85"
"39210.633068043","95","95","95"
"39225.633152992","90","90","90"
"39240.632152345","67","67","67"
"39255.631940681","92","92","92"
"39270.634064675","82","82","82"
"39285.633961314","92","92","92"
"39300.631788197","91","91","91"
"39315.632450461","94","94","94"
"39330.635319032","95","95","95"
"39345.632364487","96","96","96"
"39360.632054911","87","87","87"
"39375.632924792","96","96","96"
"39390.637624544","95","95","95"
"39405.635275745","76","76","76"
"39420.632701797","85","85","85"
"39435.632544517","74","74","74"
"39450.633641079","82","82","82"
"39465.632793409","83","83","83"
"39480.632189257","91","91","91"
"39495.632304998","91","91","91"
"39510.632833043","92","92","92"
"39525.633009571","93","93","93"
"39540.632709985","82","82","82"
"39555.632661593","90","90","90"
"39570.632959536","88","88","88"
"39585.63196163","91","91","91"
"39600.632585756","99","99","99"
"39615.63203211","89","89","89"
"39630.633222233","76","76","76"
"39645.632314097","88","88","88"
"39660.631757621","80","80","80"
"39675.631861758","95","95","95"
"39690.632786633","86","86","86"
"39705.631781887","89","89","89"
"39720.632332547","67","67","67"
"39735.632697891","96","96","96"
"39750.63353811","93","93","93"
"39765.632370155","92","92","92"
"39780.632460492","91","91","91"
"39795.632729554","94","94","94"
"39810.633430658","88","88","88"
"39825.633264851","84","84","84"
"39840.632043647","95","95","95"
"39855.63247513","84","84","84"
"39870.633258123","91","91","91"
"39885.632734731","95","95","95"
"39900.631907677","95","95","95"
"39915.632235205","87","87","87"
"39930.633470242","95","95","95"
"39945.633053236","92","92","92"
"39960.632080803","99","99","99"
"39975.631837709","90","90","90"
"39990.63830942","72","72","72"
"40005.633422665","95","95","95"
"40020.63224414","73","73","73"
"40035.63291283","91","91","91"
"40050.633137944","95","95","95"
"40065.632681149","88","88","88"
"40080.632073824","91","91","91"
"40095.632039907","97","97","97"
"40110.634571666","91","91","91"
"40125.633909847","87","87","87"
"40140.632915814","91","91","91"
"40155.631722593","61","61","61"
"40170.632095187","91","91","91"
"40185.634858896","91","91","91"
"40200.63184446","89","89","89"
"40215.631794643","96","96","96"
"40230.632151683","94","94","94"
"40245.635738414","96","96","96"
"40260.632729116","88","88","88"
"40275.633054184","91","91","91"
"40290.632420644","95","95","95"
"40305.633255017","92","92","92"
"40320.632226375","90","90","90"
"40335.632503498","90","90","90"
"40350.632614563","70","70","70"
"40365.633597231","92","92","92"
"40380.632290813","76","76","76"
"40395.632536689","83","83","83"
"40410.632580844","90","90","90"
"40425.633181902","90","90","90"
"40440.632609512","96","96","96"
"40455.632837783","96","96","96"
"40470.631872447","90","90","90"
"40485.6332855","84","84","84"
"40500.632891932","82","82","82"
"40515.632513092","77","77","77"
"40530.632077101","93","93","93"
"40545.633458574","80","80","80"
"40560.633641869","92","92","92"
"40575.63248413","90","90","90"
"40590.632658868","90","90","90"
"40605.632572608","86","86","86"
"40620.634453901","89","89","89"
"40635.632092293","92","92","92"
"40650.632684674","93","93","93"
"40665.631862273","89","89","89"
"40680.6328736","92","92","92"
"40695.632250509","97","97","97"
"40710.632186289","81","81","81"
"40725.632743914","94","94","94"
"40740.635389362","82","82","82"
"40755.632547102","92","92","92"
"40770.63202065","82","82","82"
"40785.632759337","96","96","96"
"40800.633637445","95","95","95"
"40815.632054335","85","85","85"
"40830.632404818","76","76","76"
"40845.631819646","83","83","83"
"40860.633127607","99","99","99"
"40875.632642336","95","95","95"
"40890.632471816","93","93","93"
"40905.632342576","91","91","91"
"40920.63302834","93","93","93"
"40935.6327557","96","96","96"
"40950.632304513","97","97","97"
"40965.63270097","86","86","86"
"40980.633619058","79","79","79"
"40995.63176773","76","76","76"
"41010.632742777","88","88","88"
"41025.632134626","77","77","77"
"41040.633194807","92","92","92"
"41055.633834912","95","95","95"
"41070.632738853","89","89","89"
"41085.632161388","95","95","95"
"41100.634287732","90","90","90"
"41115.635526271","87","87","87"
"41130.632424629","93","93","93"
"41145.632608476","89","89","89"
"41160.632230536","95","95","95"
"41175.633322799","94","94","94"
"41190.632459944","77","77","77"
"41205.63260291","91","91","91"
"41220.632082204","82","82","82"
"41235.632716161","88","88","88"
"41250.635089715","89","89","89"
"41265.633570888","94","94","94"
"41280.632408841","80","80","80"
"41295.631899504","80","80","80"
