"Relative Time (Process)","train50-dali-all-CPU-processing - system/gpu.0.gpu","train50-dali-all-CPU-processing - system/gpu.0.gpu__MIN","train50-dali-all-CPU-processing - system/gpu.0.gpu__MAX"
"27360.614791845","92","92","92"
"27375.615737587","84","84","84"
"27390.615707801","88","88","88"
"27405.615116352","88","88","88"
"27420.615370193","96","96","96"
"27435.616252607","91","91","91"
"27450.615517012","85","85","85"
"27465.615106246","84","84","84"
"27480.614829468","96","96","96"
"27495.615695421","90","90","90"
"27510.618238621","91","91","91"
"27525.615244222","95","95","95"
"27540.615111619","88","88","88"
"27555.615269695","89","89","89"
"27570.616616807","90","90","90"
"27585.615709647","75","75","75"
"27600.615423497","92","92","92"
"27615.614911669","93","93","93"
"27630.615397266","88","88","88"
"27645.615646377","94","94","94"
"27660.614538328","92","92","92"
"27675.615185986","75","75","75"
"27690.615521064","90","90","90"
"27705.616343645","90","90","90"
"27720.614859036","89","89","89"
"27735.614711116","90","90","90"
"27750.614919887","87","87","87"
"27765.616572927","90","90","90"
"27780.616065354","94","94","94"
"27795.615258817","93","93","93"
"27810.615350701","76","76","76"
"27825.615897487","86","86","86"
"27840.617948251","75","75","75"
"27855.614692951","0","0","0"
"27870.615374953","91","91","91"
"27885.615313261","95","95","95"
"27900.615996387","67","67","67"
"27915.615238541","73","73","73"
"27930.614670294","77","77","77"
"27945.615283502","85","85","85"
"27960.621526751","89","89","89"
"27975.617224896","95","95","95"
"27990.615650746","83","83","83"
"28005.614886523","61","61","61"
"28020.615255004","94","94","94"
"28035.617216668","86","86","86"
"28050.615478656","84","84","84"
"28065.61483281","90","90","90"
"28080.61478867","85","85","85"
"28095.615724655","84","84","84"
"28110.615180479","93","93","93"
"28125.615580055","77","77","77"
"28140.615413804","84","84","84"
"28155.616272122","89","89","89"
"28170.615800095","91","91","91"
"28185.614707306","87","87","87"
"28200.615317393","75","75","75"
"28215.616210127","89","89","89"
"28230.615398571","73","73","73"
"28245.614792731","94","94","94"
"28260.614986638","90","90","90"
"28275.615309423","72","72","72"
"28290.617903149","92","92","92"
"28305.614811891","87","87","87"
"28320.615230134","88","88","88"
"28335.615290053","93","93","93"
"28350.61625833","91","91","91"
"28365.614880951","94","94","94"
"28380.614865928","87","87","87"
"28395.615532916","77","77","77"
"28410.616653544","82","82","82"
"28425.615282627","92","92","92"
"28440.615692593","85","85","85"
"28455.615446401","90","90","90"
"28470.616416731","88","88","88"
"28485.616469492","88","88","88"
"28500.614774057","89","89","89"
"28515.61544774","89","89","89"
"28530.615097292","90","90","90"
"28545.617800495","75","75","75"
"28560.615070792","85","85","85"
"28575.614766673","91","91","91"
"28590.615356711","91","91","91"
"28605.616475098","88","88","88"
"28620.615339902","88","88","88"
"28635.615078109","0","0","0"
"28650.615702674","64","64","64"
"28665.616121874","78","78","78"
"28680.615065861","81","81","81"
"28695.614719784","89","89","89"
"28710.615447715","94","94","94"
"28725.61650106","92","92","92"
"28740.615854606","87","87","87"
"28755.614778482","90","90","90"
"28770.614962014","65","65","65"
"28785.61586582","90","90","90"
"28800.616748495","78","78","78"
"28815.615475771","92","92","92"
"28830.614853085","78","78","78"
"28845.614953697","92","92","92"
"28860.618200931","91","91","91"
"28875.615807806","92","92","92"
"28890.615548873","61","61","61"
"28905.615780256","89","89","89"
"28920.61611949","86","86","86"
"28935.614926079","79","79","79"
"28950.6155187","100","100","100"
"28965.614622266","81","81","81"
"28980.616234358","90","90","90"
"28995.61564984","89","89","89"
"29010.615468098","87","87","87"
"29025.615005863","87","87","87"
"29040.616297738","97","97","97"
"29055.615683971","81","81","81"
"29070.615525984","89","89","89"
"29085.615204582","85","85","85"
"29100.616074421","96","96","96"
"29115.616986554","92","92","92"
"29130.614801597","90","90","90"
"29145.615492751","86","86","86"
"29160.61631768","100","100","100"
"29175.617904419","94","94","94"
"29190.615262012","92","92","92"
"29205.615223057","83","83","83"
"29220.615083224","83","83","83"
"29235.619031886","94","94","94"
"29250.614653386","79","79","79"
"29265.614554603","92","92","92"
"29280.615457883","94","94","94"
"29295.615527589","88","88","88"
"29310.615626229","97","97","97"
"29325.614636318","92","92","92"
"29340.615183464","91","91","91"
"29355.616292897","84","84","84"
"29370.615825813","89","89","89"
"29385.615316313","76","76","76"
"29400.615053763","86","86","86"
"29415.615905428","0","0","0"
"29430.616730155","80","80","80"
"29445.614937547","90","90","90"
"29460.615097103","90","90","90"
"29475.616005158","75","75","75"
"29490.617392485","98","98","98"
"29505.614549118","98","98","98"
"29520.615221804","83","83","83"
"29535.615371656","84","84","84"
"29550.615813749","92","92","92"
"29565.615700597","90","90","90"
"29580.614894253","88","88","88"
"29595.614794897","88","88","88"
"29610.615253984","80","80","80"
"29625.617395602","93","93","93"
"29640.615372736","84","84","84"
"29655.615265429","90","90","90"
"29670.614406781","74","74","74"
"29685.616453573","76","76","76"
"29700.616046118","83","83","83"
"29715.614911349","86","86","86"
"29730.615117674","98","98","98"
"29745.61503374","70","70","70"
"29760.616152149","70","70","70"
"29775.614917592","92","92","92"
"29790.615091494","80","80","80"
"29805.615045729","77","77","77"
"29820.616802444","84","84","84"
"29835.616173302","79","79","79"
"29850.615071068","88","88","88"
"29865.614883418","0","0","0"
"29880.615535009","93","93","93"
"29895.618910182","89","89","89"
"29910.61527956","96","96","96"
"29925.614838611","86","86","86"
"29940.614723217","76","76","76"
"29955.615414711","83","83","83"
"29970.615477148","75","75","75"
"29985.615229795","87","87","87"
"30000.615277441","79","79","79"
"30015.615978006","93","93","93"
"30030.617145152","89","89","89"
"30045.615324578","98","98","98"
"30060.615231172","86","86","86"
"30075.615406784","87","87","87"
"30090.615709052","93","93","93"
"30105.614789327","94","94","94"
"30120.615020512","85","85","85"
"30135.61468302","64","64","64"
"30150.616006631","83","83","83"
"30165.616090589","90","90","90"
"30180.615215415","77","77","77"
"30195.615308013","70","70","70"
"30210.616225078","87","87","87"
"30225.617623441","87","87","87"
"30240.615357697","92","92","92"
"30255.615176725","71","71","71"
"30270.615394868","82","82","82"
"30285.616352055","98","98","98"
"30300.614935739","94","94","94"
"30315.615426843","88","88","88"
"30330.614608694","69","69","69"
"30345.616419227","93","93","93"
"30360.614658221","80","80","80"
"30375.615128747","90","90","90"
"30390.615662908","88","88","88"
"30405.6143681","77","77","77"
"30420.617236499","67","67","67"
"30435.61486888","78","78","78"
"30450.615301086","92","92","92"
"30465.614559346","77","77","77"
"30480.615640014","92","92","92"
"30495.614665647","88","88","88"
"30510.61558363","78","78","78"
"30525.614882059","78","78","78"
"30540.620545084","72","72","72"
"30555.615963463","86","86","86"
"30570.614985906","93","93","93"
"30585.615046613","88","88","88"
"30600.615167623","88","88","88"
"30615.616402658","78","78","78"
"30630.61476697","88","88","88"
"30645.614779437","92","92","92"
"30660.615121239","89","89","89"
"30675.617846622","90","90","90"
"30690.615692371","90","90","90"
"30705.615263553","90","90","90"
"30720.615097314","91","91","91"
"30735.615410152","92","92","92"
"30750.615374919","96","96","96"
"30765.614986539","91","91","91"
"30780.615338471","91","91","91"
"30795.616342725","90","90","90"
"30810.616181458","92","92","92"
"30825.614963143","86","86","86"
"30840.614522741","67","67","67"
"30855.61570898","91","91","91"
"30870.617109776","89","89","89"
"30885.618732443","91","91","91"
"30900.614356155","94","94","94"
"30915.614563249","90","90","90"
"30930.618004738","92","92","92"
"30945.615534326","96","96","96"
"30960.614962668","79","79","79"
"30975.615351982","98","98","98"
"30990.616578893","96","96","96"
"31005.615581061","96","96","96"
"31020.614743528","85","85","85"
"31035.615035382","93","93","93"
"31050.616409281","93","93","93"
"31065.616011995","92","92","92"
"31080.615809622","93","93","93"
"31095.614742051","87","87","87"
"31110.61636667","79","79","79"
"31125.617159718","85","85","85"
"31140.615359163","95","95","95"
"31155.615164088","88","88","88"
"31170.615621019","89","89","89"
"31185.618525187","93","93","93"
"31200.61508502","90","90","90"
"31215.615024161","92","92","92"
"31230.615341724","88","88","88"
"31245.61596529","68","68","68"
"31260.615062136","82","82","82"
"31275.615401296","92","92","92"
"31290.61467202","91","91","91"
"31305.616076149","90","90","90"
"31320.615495957","96","96","96"
"31335.615266416","92","92","92"
"31350.615487249","90","90","90"
"31365.619202063","87","87","87"
"31380.616751377","70","70","70"
"31395.614710411","89","89","89"
"31410.614966671","94","94","94"
"31425.615262613","99","99","99"
"31440.618190176","85","85","85"
"31455.614918726","89","89","89"
"31470.615409944","76","76","76"
"31485.615279472","95","95","95"
"31500.615943092","85","85","85"
"31515.615186869","91","91","91"
"31530.615126596","70","70","70"
"31545.615756315","91","91","91"
"31560.616375017","91","91","91"
"31575.61577216","89","89","89"
"31590.615207231","87","87","87"
"31605.615144048","91","91","91"
"31620.615703162","84","84","84"
"31635.615131896","87","87","87"
"31650.615381426","79","79","79"
"31665.615610742","87","87","87"
"31680.615463578","94","94","94"
"31695.614919202","87","87","87"
"31710.615145275","88","88","88"
"31725.615495145","85","85","85"
"31740.615706215","86","86","86"
"31755.614966902","91","91","91"
"31770.614949451","93","93","93"
"31785.614943951","85","85","85"
"31800.618730347","94","94","94"
"31815.615378719","91","91","91"
"31830.614424023","89","89","89"
"31845.615448112","69","69","69"
"31860.617748761","86","86","86"
"31875.615330464","86","86","86"
"31890.614903741","92","92","92"
"31905.614690884","88","88","88"
"31920.617560518","95","95","95"
"31935.615208443","92","92","92"
"31950.615042822","87","87","87"
"31965.615513589","88","88","88"
"31980.616778157","94","94","94"
"31995.615153208","91","91","91"
"32010.615049556","86","86","86"
"32025.614834136","94","94","94"
"32040.61827428","92","92","92"
"32055.614982068","85","85","85"
"32070.614707959","77","77","77"
"32085.61582388","93","93","93"
"32100.616979502","88","88","88"
"32115.615006359","85","85","85"
"32130.61467653","92","92","92"
"32145.614819461","82","82","82"
"32160.616720714","98","98","98"
"32175.615463305","78","78","78"
"32190.61468082","85","85","85"
"32205.614633042","89","89","89"
"32220.616028766","90","90","90"
"32235.615361839","94","94","94"
"32250.61559037","89","89","89"
"32265.615056841","77","77","77"
"32280.615648303","90","90","90"
"32295.615387929","91","91","91"
"32310.615033896","94","94","94"
"32325.614847689","87","87","87"
"32340.616297171","69","69","69"
"32355.615501742","90","90","90"
"32370.615452363","88","88","88"
"32385.614963611","87","87","87"
"32400.62072554","77","77","77"
"32415.615888345","78","78","78"
"32430.614516256","85","85","85"
"32445.615524815","85","85","85"
"32460.616084685","92","92","92"
"32475.615766739","91","91","91"
"32490.615358726","84","84","84"
"32505.614724576","85","85","85"
"32520.616287855","89","89","89"
"32535.616051322","89","89","89"
"32550.615058836","81","81","81"
"32565.615188579","89","89","89"
"32580.6153639","89","89","89"
"32595.617104793","89","89","89"
"32610.614687982","89","89","89"
"32625.614795205","82","82","82"
"32640.616001922","88","88","88"
"32655.618115549","95","95","95"
"32670.615519197","79","79","79"
"32685.615744142","90","90","90"
"32700.614885691","88","88","88"
"32715.618787731","86","86","86"
"32730.614705129","91","91","91"
"32745.614676063","88","88","88"
"32760.615366809","94","94","94"
"32775.615937508","93","93","93"
"32790.61565205","93","93","93"
"32805.615306536","74","74","74"
"32820.615097773","84","84","84"
"32835.615503219","95","95","95"
"32850.615440672","91","91","91"
"32865.615815023","89","89","89"
"32880.615227973","80","80","80"
"32895.616494392","88","88","88"
"32910.615881011","71","71","71"
"32925.615438439","87","87","87"
"32940.615275982","86","86","86"
"32955.615811249","82","82","82"
"32970.616386414","84","84","84"
"32985.614846359","92","92","92"
"33000.61487487","89","89","89"
"33015.614850709","93","93","93"
"33030.616218002","90","90","90"
"33045.615380744","90","90","90"
"33060.615243988","95","95","95"
"33075.61503443","99","99","99"
"33090.615978333","87","87","87"
"33105.61480021","93","93","93"
"33120.614679091","86","86","86"
"33135.615326749","94","94","94"
"33150.616276747","72","72","72"
"33165.615083206","96","96","96"
"33180.61448475","92","92","92"
"33195.614846578","82","82","82"
"33210.616216323","94","94","94"
"33225.614798839","88","88","88"
"33240.614581735","94","94","94"
"33255.615143537","85","85","85"
"33270.616340132","78","78","78"
"33285.615768969","81","81","81"
"33300.615640458","82","82","82"
"33315.615288889","93","93","93"
"33330.616973277","91","91","91"
"33345.616522096","77","77","77"
"33360.614450533","91","91","91"
"33375.614714121","90","90","90"
"33390.615158158","96","96","96"
"33405.616847343","88","88","88"
"33420.614945965","91","91","91"
"33435.614872314","84","84","84"
"33450.615917347","94","94","94"
"33465.617777147","92","92","92"
"33480.615431939","91","91","91"
"33495.615311273","98","98","98"
"33510.615272301","85","85","85"
"33525.616228736","88","88","88"
"33540.614792907","74","74","74"
"33555.615074112","85","85","85"
"33570.615150174","93","93","93"
"33585.61619213","85","85","85"
"33600.615369783","89","89","89"
